"id","gps_fix_at","server_upload_at","longitude","latitude","accuracy","altitude","bearing","location_provider","user_id"
22,2017-06-18 15:55:36.000,2017-06-18 16:02:12.000,36.9048221,-1.3151352,1403.0,0.0,0.0,fused,1
23,2017-04-05 12:59:59.000,2017-04-05 13:00:58.000,36.832885,-1.2906123,72.574,0.0,0.0,fused,1
24,2017-04-17 13:08:19.000,2017-04-17 13:12:26.000,36.9096241,-1.300384,1700.0,0.0,0.0,fused,1
25,2017-07-01 08:56:43.000,2017-07-01 09:20:52.000,36.8648109,-1.3321068,1714.0,0.0,0.0,fused,1
26,2017-06-22 10:57:09.000,2017-06-22 11:57:04.000,36.8273951,-1.2776204,20.0,0.0,0.0,fused,1
27,2017-05-04 10:17:11.000,2017-05-04 10:17:44.000,36.827091,-1.2700201,19.902,0.0,0.0,fused,1
28,2017-08-15 05:18:00.000,2017-08-15 05:34:09.000,36.8821622,-1.3711277,1371.0,0.0,0.0,fused,1
29,2017-06-20 10:39:09.000,2017-06-20 10:52:10.000,36.9029065,-1.32786,1564.0,0.0,0.0,fused,1
30,2017-06-18 12:52:00.000,2017-06-18 13:22:59.000,36.8941067,-1.2833341,1527.0,0.0,0.0,fused,1
31,2017-06-23 06:51:22.000,2017-06-23 06:51:45.000,36.8397065,-1.3268054,2324.0,0.0,0.0,fused,1
32,2017-08-14 16:39:00.000,2017-08-14 16:49:34.000,36.935553,-1.2944883,1759.0,0.0,0.0,fused,1
33,2017-03-03 11:06:29.000,2017-03-03 11:07:07.000,36.7819762,-1.2731753,25.626,0.0,0.0,fused,1
34,2017-06-26 11:31:44.000,2017-06-26 11:38:52.000,37.5403607,-2.8116126,4152.0,0.0,0.0,fused,1
35,2017-07-05 04:56:18.000,2017-07-05 05:21:21.000,36.9114528,-1.3132867,1190.0,0.0,0.0,fused,1
36,2017-07-01 10:20:00.000,2017-07-01 11:20:49.000,36.8746882,-1.3307935,1379.0,0.0,0.0,fused,1
37,2017-03-16 11:50:47.000,2017-03-16 11:51:38.000,34.8426223,0.0862141,3587.0,0.0,0.0,fused,1
38,2017-06-25 05:37:00.000,2017-06-25 05:39:09.000,36.911372,-1.296947,1576.0,0.0,0.0,fused,1
39,2017-06-22 13:42:26.000,2017-06-22 14:39:23.000,36.8975859,-1.2964753,1700.0,0.0,0.0,fused,1
40,2017-06-19 09:22:53.000,2017-06-19 09:57:05.000,36.8006398,-1.2703072,1319.0,0.0,0.0,fused,1
41,2017-06-13 11:44:43.000,2017-06-13 11:47:24.000,36.8396357,-1.271307,22.5,0.0,0.0,fused,1
42,2017-07-16 09:09:27.000,2017-07-16 09:59:35.000,36.9243249,-1.3257184,96.0,1515.4,179.0,fused,1
43,2017-06-19 04:40:41.000,2017-06-19 06:32:56.000,36.8980049,-1.3214476,1327.0,0.0,0.0,fused,1
44,2017-01-24 05:10:45.000,2017-01-24 05:10:56.000,36.9162066,-1.3252386,36.0,0.0,0.0,fused,1
45,2017-06-22 12:37:29.000,2017-06-22 12:48:18.000,36.879292,-1.3293361,1974.0,0.0,0.0,fused,1
46,2017-06-15 06:54:00.000,2017-06-15 08:03:49.000,36.9145836,-1.3154634,1424.0,0.0,0.0,fused,1
47,2017-06-23 05:47:38.000,2017-06-23 05:53:29.000,36.8263237,-1.2876123,68.4,0.0,0.0,fused,1
48,2017-06-20 03:35:11.000,2017-06-20 04:02:33.000,36.8981508,-1.3109904,1580.0,0.0,0.0,fused,1
49,2017-05-11 17:58:23.000,2017-05-11 17:58:26.000,36.9032593,-1.2998062,1334.0,0.0,0.0,fused,1
50,2017-01-24 06:46:18.000,2017-01-24 06:47:04.000,36.9062843,-1.3193675,37.5,0.0,0.0,fused,1
51,2017-06-24 16:15:00.000,2017-06-24 16:45:08.000,36.9088534,-1.2849451,1693.0,0.0,0.0,fused,1
52,2017-02-06 09:42:23.000,2017-02-06 09:44:10.000,36.7919605,-1.2619843,40.5,0.0,0.0,fused,1
53,2017-06-20 10:39:09.000,2017-06-20 10:47:44.000,36.9106903,-1.3411914,1564.0,0.0,0.0,fused,1
54,2017-05-13 11:55:37.000,2017-05-13 12:00:18.000,36.893156,-1.3357839,1216.0,0.0,0.0,fused,1
55,2017-03-26 10:53:02.000,2017-03-26 10:53:37.000,36.896831,-1.33533,128.9,0.0,0.0,fused,1
56,2017-06-22 09:37:20.000,2017-06-22 10:02:31.000,36.8327349,-1.2573608,68.4,0.0,0.0,fused,1
57,2017-05-04 15:13:01.000,2017-05-04 15:18:51.000,36.9112094,-1.3180901,56.1,0.0,0.0,fused,1
58,2017-04-10 07:30:03.000,2017-04-10 07:30:06.000,36.838068,-1.2594496,26.648,0.0,0.0,fused,1
59,2017-03-02 15:52:13.000,2017-03-02 15:52:40.000,36.9179937,-1.3114916,313.072,0.0,0.0,fused,1
60,2017-03-14 19:01:03.000,2017-03-14 19:01:35.000,34.0930003,0.470514,50.0,0.0,0.0,fused,1
61,2017-02-18 15:02:12.000,2017-02-18 15:12:50.000,36.8805829,-1.3161596,16.1,341.0,0.0,fused,1
62,2017-03-01 09:53:26.000,2017-03-01 09:54:01.000,36.8195067,-1.2896817,98.4,0.0,0.0,fused,1
63,2017-03-28 08:18:22.000,2017-03-28 08:18:32.000,36.8775196,-1.2693856,1440.0,0.0,0.0,fused,1
64,2017-03-16 11:49:21.000,2017-03-16 11:49:32.000,34.8373692,0.1152443,4434.0,0.0,0.0,fused,1
65,2017-06-20 10:39:09.000,2017-06-20 11:04:42.000,36.8970224,-1.321691,1564.0,0.0,0.0,fused,1
66,2017-06-25 18:24:01.000,2017-06-25 19:14:58.000,37.5254177,-2.7969746,4152.0,0.0,0.0,fused,1
67,2017-04-05 08:38:57.000,2017-04-05 08:39:00.000,36.9917987,-1.2612279,5.4,1509.7,276.0,fused,1
68,2017-06-28 06:00:35.000,2017-06-28 07:08:54.000,36.8748426,-1.3411335,2007.0,0.0,0.0,fused,1
69,2017-01-24 15:27:24.000,2017-01-24 15:28:32.000,36.9033537,-1.3317585,39.0,0.0,0.0,fused,1
70,2017-03-08 12:30:59.000,2017-03-08 12:31:40.000,36.8356249,-1.3605903,122.4,0.0,0.0,fused,1
71,2018-03-08 22:56:29.000,2018-03-09 09:23:18.000,36.7612614,-1.2847186,35.133,1739.363,4.0,fused,2
72,2018-03-24 10:35:18.000,2018-03-24 10:35:19.000,36.7747966,-1.2759616,14.921,1752.0,0.0,fused,2
73,2018-04-19 09:32:09.000,2018-04-19 09:33:43.000,36.826924,-1.3118082,16.0,1655.2,0.0,fused,2
74,2016-05-01 05:41:34.000,2016-05-01 05:41:35.000,40.1134886,-3.2322761,12.0,-23.0,-1.0,gps,2
75,2018-04-10 09:59:33.000,2018-04-10 10:02:21.000,36.7977011,-1.2904252,310.587,0.0,0.0,fused,2
76,2018-03-24 08:28:58.000,2018-03-24 08:28:59.000,36.8030254,-1.2814618,14.785,1752.0,0.0,fused,2
77,2016-06-15 12:25:23.000,2016-06-15 12:25:28.000,36.8006557,-1.3462133,14.0,1669.0,184.6,gps,2
78,2018-03-08 10:45:43.000,2018-03-08 10:45:45.000,36.7642254,-1.2900847,29.126,1761.47,1.0,fused,2
79,2018-02-25 13:20:19.000,2018-02-25 13:20:21.000,36.7617807,-1.2705365,20.794,0.0,0.0,fused,2
80,2018-02-17 09:41:52.000,2018-02-17 09:45:30.000,36.7804648,-1.2970578,18.612,0.0,0.0,fused,2
81,2016-06-01 09:42:34.000,2016-06-01 09:42:46.000,35.7075498,-0.8896732,6.5,2190.9,273.62,gps,3
82,2016-09-29 11:07:14.000,2016-09-29 11:08:37.000,36.0692926,-0.2990249,4292.0,0.0,0.0,fused,4
83,2017-03-04 04:07:28.000,2017-03-04 04:08:32.000,36.0952165,-0.3145718,52.4,0.0,0.0,fused,4
84,2017-11-10 14:18:58.000,2017-11-10 14:26:22.000,-73.9035178,41.7016939,20.371,19.9,0.0,fused,5
85,2017-08-18 11:47:51.000,2017-08-18 11:59:47.000,-73.9082722,41.6873601,20.0,0.0,0.0,fused,5
86,2017-01-18 11:46:12.000,2017-01-18 11:47:03.000,36.8148328,-1.308125,50.0,0.0,0.0,fused,5
87,2017-09-17 14:48:08.000,2017-09-17 14:48:27.000,-73.9099444,41.6670568,20.681,0.0,0.0,fused,5
88,2016-07-21 07:00:29.000,2016-07-21 07:00:33.000,36.8837528,-1.3363971,96.0,1663.842,42.729,gps,5
89,2016-11-03 14:16:04.000,2016-11-03 14:20:11.000,36.8254711,-1.3019057,20.099,0.0,0.0,fused,5
90,2017-08-15 02:06:24.000,2017-08-15 02:08:26.000,-73.8975179,41.6954127,20.0,0.0,0.0,fused,5
91,2016-07-21 06:51:05.000,2016-07-21 06:51:06.000,36.8912948,-1.2987207,48.0,1616.65,107.387,gps,5
92,2016-07-21 06:57:54.000,2016-07-21 06:57:55.000,36.8659847,-1.3060028,96.0,1583.21,302.119,gps,5
93,2017-05-22 07:17:43.000,2017-05-22 07:18:13.000,34.7287441,-0.0663644,1100.0,0.0,0.0,fused,6
94,2017-05-10 15:54:47.000,2017-05-10 15:54:51.000,34.5600605,0.5235244,3000.0,0.0,0.0,fused,6
95,2017-05-10 15:54:52.000,2017-05-10 15:57:58.000,34.5482774,0.5409727,3000.0,0.0,0.0,fused,6
96,2017-05-20 19:23:43.000,2017-05-20 19:27:21.000,34.7268336,-0.0920208,1100.0,0.0,0.0,fused,6
97,2017-11-02 15:13:16.000,2017-11-02 15:13:53.000,34.5457505,0.5554772,3060.0,0.0,0.0,fused,6
98,2017-05-10 15:38:10.000,2017-05-10 15:38:25.000,34.5736462,0.5550134,3000.0,0.0,0.0,fused,6
99,2017-06-02 16:45:39.000,2017-06-02 16:46:15.000,34.7257866,-0.0704812,1100.0,0.0,0.0,fused,6
100,2017-05-22 08:03:07.000,2017-05-22 08:04:27.000,34.7179394,-0.0783198,2627.0,0.0,0.0,fused,6
101,2017-05-10 09:42:35.000,2017-05-10 09:49:52.000,34.7217563,-0.0881565,3022.0,0.0,0.0,fused,6
102,2017-05-21 13:53:50.000,2017-05-21 13:54:25.000,34.7279832,-0.111822,1299.999,0.0,0.0,fused,6
103,2017-05-20 19:23:14.000,2017-05-20 19:23:30.000,34.7171211,-0.0690306,1100.0,0.0,0.0,fused,6
104,2017-05-25 15:03:20.000,2017-05-25 15:03:50.000,34.7255758,-0.1076106,1299.999,0.0,0.0,fused,6
105,2017-05-21 19:04:44.000,2017-05-21 19:05:12.000,34.7146843,-0.0408849,1299.999,0.0,0.0,fused,6
106,2017-10-30 08:22:45.000,2017-10-30 08:25:13.000,34.5399604,0.5065769,2893.0,0.0,0.0,fused,6
107,2017-05-22 17:25:03.000,2017-05-22 17:25:50.000,34.7160754,-0.0700834,3139.0,0.0,0.0,fused,6
108,2017-05-22 06:26:13.000,2017-05-22 06:28:21.000,34.7196469,-0.0710906,3139.0,0.0,0.0,fused,6
109,2017-12-31 10:08:55.000,2017-12-31 10:09:30.000,34.5963158,0.611205,3779.0,0.0,0.0,fused,6
110,2017-10-30 09:08:00.000,2017-10-30 09:10:28.000,34.5432276,0.5412511,3064.0,0.0,0.0,fused,6
111,2017-10-30 08:16:44.000,2017-10-30 08:18:23.000,34.5436014,0.5117418,4801.0,0.0,0.0,fused,6
112,2017-11-06 14:48:39.000,2017-11-06 14:49:54.000,34.5273482,0.497176,3062.0,0.0,0.0,fused,6
113,2017-11-06 14:10:43.000,2017-11-06 14:12:40.000,34.5688625,0.5281536,1115.92,0.0,0.0,fused,6
114,2017-05-09 19:30:03.000,2017-05-09 19:32:54.000,34.7152734,-0.0668097,3022.0,0.0,0.0,fused,6
115,2017-11-06 14:04:38.000,2017-11-06 14:08:16.000,34.5456005,0.4933095,568.783,0.0,0.0,fused,6
116,2017-05-21 17:22:06.000,2017-05-21 17:53:17.000,34.7268153,-0.0804028,3020.0,0.0,0.0,fused,6
117,2017-12-31 10:18:17.000,2017-12-31 10:19:00.000,34.5692479,0.534107,2993.0,0.0,0.0,fused,6
118,2017-11-02 15:19:29.000,2017-11-02 15:20:49.000,34.5531895,0.5164757,2893.0,0.0,0.0,fused,6
119,2017-06-04 15:19:43.000,2017-06-04 15:24:42.000,34.7080853,-0.0539302,2892.0,0.0,0.0,fused,6
120,2017-05-10 15:54:52.000,2017-05-10 15:56:58.000,34.5526734,0.53383,3000.0,0.0,0.0,fused,6
121,2017-05-10 06:04:18.000,2017-05-10 06:15:15.000,34.7103208,-0.0799713,3144.0,0.0,0.0,fused,6
122,2017-02-26 18:26:15.000,2017-02-26 18:39:21.000,34.8050337,-0.0793036,34.5,0.0,0.0,fused,8
123,2016-05-21 17:09:38.000,2016-05-21 17:16:09.000,34.8200927,-0.3355857,4388.0,-1.0,-1.0,network,8
124,2016-08-19 13:22:33.000,2016-08-19 13:22:31.000,34.7812843,-0.0952791,2129.0,-1.0,-1.0,network,8
125,2016-06-19 07:13:19.000,2016-06-19 07:18:27.000,34.7689708,-0.0848782,2347.0,-1.0,-1.0,network,8
126,2016-05-09 13:10:59.000,2016-05-09 13:18:05.000,34.7918202,-0.1007964,2031.0,-1.0,-1.0,network,8
127,2016-04-21 12:55:53.000,2016-04-21 12:57:22.000,34.7528563,-0.1154289,2206.0,-1.0,-1.0,network,8
128,2016-11-20 13:55:34.000,2016-11-20 13:54:46.000,34.7574013,-0.1004833,2099.999,0.0,0.0,fused,8
129,2016-04-27 07:04:22.000,2016-04-27 07:05:37.000,34.748595,-0.0967911,2030.0,-1.0,-1.0,network,8
130,2016-05-04 04:07:21.000,2016-05-04 04:08:08.000,34.772265,-0.0688146,2460.0,-1.0,-1.0,network,8
131,2017-01-05 16:58:30.000,2017-01-05 17:22:32.000,34.764394,-0.0810215,1799.999,0.0,0.0,fused,8
132,2016-04-27 07:04:04.000,2016-04-27 07:05:18.000,34.7530105,-0.1193074,2030.0,-1.0,-1.0,network,8
133,2016-04-18 12:12:35.000,2016-04-18 12:14:12.000,34.7737579,-0.0952764,1993.0,-1.0,-1.0,network,8
134,2016-05-09 13:13:27.000,2016-05-09 13:20:30.000,34.7642447,-0.0937818,2031.0,-1.0,-1.0,network,8
135,2016-06-05 07:08:22.000,2016-06-05 07:14:09.000,34.7683625,-0.0914606,2386.0,-1.0,-1.0,network,8
136,2016-06-25 17:16:41.000,2016-06-25 17:22:06.000,34.7437788,-0.1036746,2045.0,-1.0,-1.0,network,8
137,2016-08-28 11:58:56.000,2016-08-28 11:58:54.000,34.739209,-0.0929096,2128.0,-1.0,-1.0,network,8
138,2016-09-05 13:39:58.000,2016-09-05 13:39:56.000,34.7329447,-0.1087862,33.0,-1.0,-1.0,network,8
139,2016-05-21 18:55:17.000,2016-05-21 19:01:54.000,34.7504648,-0.3443134,3636.0,-1.0,-1.0,network,8
140,2016-05-09 13:12:48.000,2016-05-09 13:19:52.000,34.7491809,-0.0915001,2031.0,-1.0,-1.0,network,8
141,2016-08-20 13:29:41.000,2016-08-20 13:29:45.000,34.7530884,-0.1200648,2037.0,-1.0,-1.0,network,8
142,2016-08-08 09:31:16.000,2016-08-08 09:36:49.000,34.7601054,-0.0659173,2118.0,-1.0,-1.0,network,8
143,2016-06-03 14:13:40.000,2016-06-03 14:19:32.000,34.755109,-0.122907,1922.0,-1.0,-1.0,network,8
144,2016-05-03 13:08:21.000,2016-05-03 13:09:10.000,34.7198265,-0.1111746,2033.0,-1.0,-1.0,network,8
145,2016-07-11 13:03:45.000,2016-07-11 13:03:45.000,34.7560701,-0.0895479,2049.0,-1.0,-1.0,network,8
146,2016-09-29 12:16:13.000,2016-09-29 12:16:20.000,34.7762671,-0.1165912,2385.0,-1.0,-1.0,network,8
147,2016-04-22 16:14:38.000,2016-04-22 16:16:04.000,34.7714375,-0.1106638,2080.0,-1.0,-1.0,network,8
148,2016-04-18 12:04:38.000,2016-04-18 12:06:19.000,34.7445152,-0.1011526,1993.0,-1.0,-1.0,network,8
149,2016-08-20 13:29:52.000,2016-08-20 13:29:55.000,34.7462198,-0.0904079,2037.0,-1.0,-1.0,network,8
150,2016-09-15 15:31:09.000,2016-09-15 15:39:46.000,34.7629663,-0.1018896,2342.0,-1.0,-1.0,network,8
151,2016-06-05 07:09:26.000,2016-06-05 07:15:15.000,34.7694987,-0.0852176,2386.0,-1.0,-1.0,network,8
152,2016-05-09 13:14:14.000,2016-05-09 13:21:18.000,34.7437615,-0.1025078,2031.0,-1.0,-1.0,network,8
153,2016-05-09 13:14:00.000,2016-05-09 13:21:07.000,34.7727352,-0.1033234,2031.0,-1.0,-1.0,network,8
154,2016-07-04 12:07:15.000,2016-07-04 12:07:13.000,34.7340247,-0.1118605,2046.0,-1.0,-1.0,network,8
155,2016-09-29 12:26:40.000,2016-09-29 12:26:44.000,34.7455259,-0.0994998,2385.0,-1.0,-1.0,network,8
156,2016-11-25 16:45:05.000,2016-11-25 16:45:14.000,34.791956,-0.0610843,2500.0,0.0,0.0,fused,8
157,2016-05-14 18:41:16.000,2016-05-14 18:48:05.000,34.8012903,-0.059453,2462.0,-1.0,-1.0,network,8
158,2016-10-02 15:02:57.000,2016-10-02 15:07:21.000,34.7550543,-0.0997428,2385.0,-1.0,-1.0,network,8
159,2016-10-11 22:58:02.000,2016-10-12 04:55:46.000,34.8037651,-0.3317605,3903.0,0.0,0.0,fused,8
160,2016-11-20 13:55:40.000,2016-11-20 13:56:10.000,34.7811682,-0.1091577,2099.999,0.0,0.0,fused,8
161,2016-08-29 15:54:00.000,2016-08-29 15:54:01.000,34.7569395,-0.1107919,40.5,-1.0,-1.0,network,8
162,2016-07-11 12:52:17.000,2016-07-11 12:52:18.000,34.7458612,-0.1320521,2276.0,-1.0,-1.0,network,8
163,2016-09-10 11:24:46.000,2016-09-10 11:24:59.000,34.739644,-0.0972046,39.0,-1.0,-1.0,network,8
164,2016-07-11 12:53:24.000,2016-07-11 12:53:25.000,34.7534485,-0.0923036,2276.0,-1.0,-1.0,network,8
165,2016-04-18 14:40:05.000,2016-04-18 14:41:40.000,34.7703555,-0.1119819,2025.0,-1.0,-1.0,network,8
166,2016-07-06 10:53:35.000,2016-07-06 10:53:41.000,34.7839378,-0.1001607,1911.0,-1.0,-1.0,network,8
167,2016-04-26 15:00:45.000,2016-04-26 15:02:03.000,34.9323857,-0.2942131,3975.0,-1.0,-1.0,network,8
168,2016-08-15 10:48:59.000,2016-08-15 10:54:48.000,34.7711483,-0.1091435,2037.0,-1.0,-1.0,network,8
169,2016-08-15 10:47:33.000,2016-08-15 10:53:20.000,34.7754686,-0.1205235,2037.0,-1.0,-1.0,network,8
170,2016-08-09 11:14:31.000,2016-08-09 11:20:05.000,34.746961,-0.0953636,2079.0,-1.0,-1.0,network,8
171,2016-04-18 12:13:27.000,2016-04-18 12:15:04.000,34.7281346,-0.0971071,1993.0,-1.0,-1.0,network,8
172,2016-07-11 12:56:45.000,2016-07-11 12:56:47.000,34.7478357,-0.0905945,2276.0,-1.0,-1.0,network,8
173,2016-07-06 10:53:21.000,2016-07-06 10:53:30.000,34.7684781,-0.0910562,1911.0,-1.0,-1.0,network,8
174,2016-07-14 20:12:15.000,2016-07-14 20:12:33.000,34.7545143,-0.0864859,2697.0,-1.0,-1.0,network,8
175,2016-06-19 07:14:55.000,2016-06-19 07:20:04.000,34.7617103,-0.0903419,2347.0,-1.0,-1.0,network,8
176,2016-08-02 11:19:18.000,2016-08-02 11:24:34.000,34.7916116,-0.0904306,2468.0,-1.0,-1.0,network,8
177,2016-04-27 07:05:16.000,2016-04-27 07:06:29.000,34.7664532,-0.1035179,2030.0,-1.0,-1.0,network,8
178,2016-07-11 14:05:51.000,2016-07-11 14:05:51.000,34.7357202,-0.0839696,2049.0,-1.0,-1.0,network,8
179,2016-11-20 13:55:29.000,2016-11-20 13:54:44.000,34.7403633,-0.0978806,2099.999,0.0,0.0,fused,8
180,2016-07-11 12:52:04.000,2016-07-11 12:52:04.000,34.7781382,-0.0900709,2276.0,-1.0,-1.0,network,8
181,2016-11-25 04:32:11.000,2016-11-25 04:43:44.000,34.7691723,-0.0589544,1000.0,0.0,0.0,fused,8
182,2017-02-26 18:26:15.000,2017-02-26 18:39:21.000,34.8014536,-0.0649353,34.5,0.0,0.0,fused,8
183,2016-08-28 13:11:12.000,2016-08-28 13:11:15.000,34.749684,-0.0641221,33.0,-1.0,-1.0,network,8
184,2016-07-06 11:24:14.000,2016-07-06 11:24:23.000,34.7542894,-0.0765314,2046.0,-1.0,-1.0,network,8
185,2016-06-19 07:14:24.000,2016-06-19 07:19:33.000,34.780284,-0.0614602,2347.0,-1.0,-1.0,network,8
186,2016-07-06 10:53:08.000,2016-07-06 10:53:14.000,34.7839285,-0.0969638,1911.0,-1.0,-1.0,network,8
187,2016-08-09 11:16:10.000,2016-08-09 11:21:44.000,34.7630081,-0.1027086,2079.0,-1.0,-1.0,network,8
188,2016-09-05 13:37:44.000,2016-09-05 13:38:05.000,34.7660953,-0.0945589,37.5,-1.0,-1.0,network,8
189,2016-08-02 11:19:22.000,2016-08-02 11:24:37.000,34.7710967,-0.0874371,2468.0,-1.0,-1.0,network,8
190,2016-04-30 15:09:30.000,2016-04-30 15:10:29.000,34.752948,-0.0829593,2030.0,-1.0,-1.0,network,8
191,2016-07-06 11:23:24.000,2016-07-06 11:23:30.000,34.7736419,-0.1120521,2046.0,-1.0,-1.0,network,8
192,2016-07-26 16:51:53.000,2016-07-26 16:58:31.000,34.7852402,-0.0527949,3075.0,-1.0,-1.0,network,8
193,2016-07-11 12:57:23.000,2016-07-11 12:57:24.000,34.7746376,-0.0749432,2276.0,-1.0,-1.0,network,8
194,2016-07-06 11:22:30.000,2016-07-06 11:22:41.000,34.7844811,-0.1132995,2046.0,-1.0,-1.0,network,8
195,2016-09-05 13:39:09.000,2016-09-05 13:39:08.000,34.751274,-0.1103282,33.0,-1.0,-1.0,network,8
196,2016-07-11 12:55:13.000,2016-07-11 12:55:14.000,34.7565338,-0.1206126,2276.0,-1.0,-1.0,network,8
197,2016-09-15 15:30:08.000,2016-09-15 15:38:47.000,34.7536595,-0.1218495,2342.0,-1.0,-1.0,network,8
198,2016-07-11 12:09:55.000,2016-07-11 12:09:54.000,34.7851349,-0.1296165,2049.0,-1.0,-1.0,network,8
199,2016-05-03 13:07:45.000,2016-05-03 13:08:32.000,34.7362984,-0.094582,2033.0,-1.0,-1.0,network,8
200,2016-07-11 12:45:05.000,2016-07-11 12:45:06.000,34.707326,-0.0763416,2276.0,-1.0,-1.0,network,8
201,2016-08-08 09:47:43.000,2016-08-08 09:53:15.000,34.7841538,-0.0881882,2118.0,-1.0,-1.0,network,8
202,2016-09-29 09:58:38.000,2016-09-29 09:58:38.000,34.7518068,-0.0713549,2154.0,-1.0,-1.0,network,8
203,2016-07-11 14:07:41.000,2016-07-11 14:07:44.000,34.7342089,-0.1179282,2049.0,-1.0,-1.0,network,8
204,2016-06-25 17:15:19.000,2016-06-25 17:20:45.000,34.7564519,-0.0992997,2045.0,-1.0,-1.0,network,8
205,2016-05-21 17:09:29.000,2016-05-21 17:16:00.000,34.8010358,-0.3012428,4388.0,-1.0,-1.0,network,8
206,2016-08-19 11:59:45.000,2016-08-19 11:59:44.000,34.7731737,-0.0963408,2129.0,-1.0,-1.0,network,8
207,2016-12-23 18:27:43.000,2016-12-23 18:42:00.000,34.7787648,-0.0430735,2785.0,0.0,0.0,fused,8
208,2016-09-29 09:58:38.000,2016-09-29 09:58:38.000,34.7544418,-0.1180352,2154.0,-1.0,-1.0,network,8
209,2016-07-11 12:57:55.000,2016-07-11 12:57:56.000,34.7704859,-0.1074936,2276.0,-1.0,-1.0,network,8
210,2016-10-06 15:13:44.000,2016-10-07 00:56:17.000,34.771832,-0.1042952,2097.0,0.0,0.0,fused,8
211,2016-06-25 17:16:42.000,2016-06-25 17:22:07.000,34.7591196,-0.1146227,2045.0,-1.0,-1.0,network,8
212,2016-07-06 11:23:48.000,2016-07-06 11:24:02.000,34.7620018,-0.0934128,2046.0,-1.0,-1.0,network,8
213,2016-07-11 14:05:45.000,2016-07-11 14:05:47.000,34.7826825,-0.0976349,2049.0,-1.0,-1.0,network,8
214,2016-07-11 13:05:39.000,2016-07-11 13:05:38.000,34.7457663,-0.098177,2049.0,-1.0,-1.0,network,8
215,2016-07-06 11:29:32.000,2016-07-06 11:29:43.000,34.7624397,-0.1068535,2046.0,-1.0,-1.0,network,8
216,2016-04-22 16:14:07.000,2016-04-22 16:15:38.000,34.7642817,-0.0682757,2080.0,-1.0,-1.0,network,8
217,2016-05-03 13:06:54.000,2016-05-03 13:07:42.000,34.751522,-0.137077,2033.0,-1.0,-1.0,network,8
218,2016-05-14 18:41:19.000,2016-05-14 18:48:07.000,34.7899083,-0.0550832,2462.0,-1.0,-1.0,network,8
219,2016-07-11 13:07:10.000,2016-07-11 13:07:10.000,34.761836,-0.098526,2049.0,-1.0,-1.0,network,8
220,2016-07-11 12:43:50.000,2016-07-11 12:43:50.000,34.7285039,-0.1264869,2276.0,-1.0,-1.0,network,8
221,2016-05-14 17:36:02.000,2016-05-14 17:42:50.000,34.7472668,-0.0833372,2080.0,-1.0,-1.0,network,8
